Age,MeanDNE.Apex,MedianDNE.Apex,IQRDNE.Apex,TotalDNE.TotalPolygonFaces,MedianDNE.Whole,IQRDNE.Whole,MeanDNE.Convex,MeanDNE.Concave,Proportion.DNEunder0.0001,Proportion.DNEover0.6,Population
85,0.031852 ,0.015855 ,0.029211 ,0.028814 ,0.010802 ,0.026239 ,0.021522 ,0.023755 ,0.003706 ,0.002059 ,European
85,0.035093 ,0.017276 ,0.020597 ,0.029382 ,0.010818 ,0.026199 ,0.020693 ,0.022743 ,0.004728 ,0.001962 ,European
77,0.040154 ,0.014949 ,0.032402 ,0.031993 ,0.010206 ,0.036664 ,0.023510 ,0.027658 ,0.004015 ,0.001884 ,European
77,0.033745 ,0.010201 ,0.020257 ,0.042541 ,0.013477 ,0.025018 ,0.028159 ,0.034253 ,0.003282 ,0.002855 ,European
60,0.035765 ,0.012585 ,0.029248 ,0.027098 ,0.010776 ,0.023669 ,0.021809 ,0.024917 ,0.005180 ,0.001986 ,European
60,0.024141 ,0.012949 ,0.029826 ,0.027423 ,0.009672 ,0.023773 ,0.021751 ,0.024724 ,0.005385 ,0.001421 ,European
42,0.037185 ,0.010208 ,0.026687 ,0.016433 ,0.007304 ,0.017231 ,0.018089 ,0.017686 ,0.005374 ,0.001086 ,European
42,0.031108 ,0.014742 ,0.016634 ,0.016650 ,0.007365 ,0.017334 ,0.018469 ,0.018626 ,0.005214 ,0.001056 ,European
76,0.041570 ,0.016858 ,0.035802 ,0.027952 ,0.009170 ,0.024193 ,0.022769 ,0.026719 ,0.004492 ,0.001714 ,European
76,0.036827 ,0.012260 ,0.029584 ,0.023962 ,0.010684 ,0.023758 ,0.022188 ,0.025762 ,0.004548 ,0.001808 ,European
85,0.044536 ,0.012870 ,0.035204 ,0.024873 ,0.010799 ,0.025444 ,0.020975 ,0.023140 ,0.004002 ,0.002058 ,European
85,0.033112 ,0.018295 ,0.036445 ,0.030387 ,0.010348 ,0.026044 ,0.026443 ,0.031985 ,0.003585 ,0.002326 ,European
79,0.030913 ,0.012180 ,0.027313 ,0.028852 ,0.010583 ,0.022903 ,0.021869 ,0.025188 ,0.004674 ,0.001620 ,European
45,0.034657 ,0.010849 ,0.028309 ,0.019671 ,0.007431 ,0.018360 ,0.021885 ,0.025312 ,0.005818 ,0.001268 ,European
45,0.030558 ,0.011756 ,0.031280 ,0.021479 ,0.007351 ,0.017037 ,0.021229 ,0.023323 ,0.005101 ,0.001740 ,European
81,0.039947 ,0.014145 ,0.033955 ,0.027996 ,0.009217 ,0.027319 ,0.022967 ,0.027179 ,0.004046 ,0.001936 ,European
81,0.037581 ,0.015082 ,0.034074 ,0.023527 ,0.009855 ,0.021357 ,0.025882 ,0.031141 ,0.003830 ,0.001926 ,European
74,0.039436 ,0.013517 ,0.034783 ,0.022850 ,0.009726 ,0.025483 ,0.021193 ,0.023259 ,0.004615 ,0.001460 ,European
74,0.039282 ,0.014986 ,0.029968 ,0.021522 ,0.009726 ,0.025483 ,0.021193 ,0.023252 ,0.004615 ,0.001460 ,European
89,0.053978 ,0.022326 ,0.048520 ,0.032192 ,0.017230 ,0.030707 ,0.026467 ,0.031999 ,0.003309 ,0.003943 ,European
44,0.036780 ,0.013332 ,0.027998 ,0.023950 ,0.007311 ,0.017295 ,0.018897 ,0.019558 ,0.005667 ,0.001160 ,European
44,0.032149 ,0.011683 ,0.026319 ,0.018660 ,0.007446 ,0.017046 ,0.019501 ,0.020594 ,0.005981 ,0.000781 ,European
96,0.049990 ,0.016258 ,0.031759 ,0.026938 ,0.010885 ,0.028791 ,0.024318 ,0.028906 ,0.003686 ,0.002430 ,European
96,0.044861 ,0.013331 ,0.039103 ,0.032720 ,0.010604 ,0.028231 ,0.027313 ,0.033214 ,0.005036 ,0.002673 ,European
79,0.037285 ,0.014202 ,0.035732 ,0.029886 ,0.010329 ,0.022932 ,0.025673 ,0.030510 ,0.004314 ,0.002618 ,European
85,0.037486 ,0.015026 ,0.027125 ,0.031971 ,0.010618 ,0.024398 ,0.021984 ,0.025500 ,0.004755 ,0.002097 ,European
85,0.038434 ,0.009137 ,0.034934 ,0.027722 ,0.010796 ,0.017719 ,0.023322 ,0.027471 ,0.004193 ,0.002021 ,European
68,0.041167 ,0.010115 ,0.037466 ,0.036884 ,0.010256 ,0.020506 ,0.026476 ,0.032009 ,0.003546 ,0.001903 ,European
68,0.037008 ,0.013895 ,0.031311 ,0.024679 ,0.009162 ,0.025103 ,0.022406 ,0.025943 ,0.004378 ,0.001649 ,European
78,0.039559 ,0.014417 ,0.032106 ,0.024848 ,0.009617 ,0.024196 ,0.021067 ,0.023196 ,0.004100 ,0.001727 ,European
62,0.035106 ,0.013742 ,0.027343 ,0.021079 ,0.008151 ,0.021737 ,0.024455 ,0.029183 ,0.005488 ,0.001524 ,European
62,0.037696 ,0.014158 ,0.025784 ,0.024368 ,0.008200 ,0.021666 ,0.021882 ,0.025247 ,0.004657 ,0.001512 ,European
36,0.026466 ,0.008562 ,0.020090 ,0.021501 ,0.008061 ,0.015913 ,0.020025 ,0.021491 ,0.005440 ,0.001051 ,European
36,0.035623 ,0.010482 ,0.019271 ,0.018663 ,0.007964 ,0.016858 ,0.018224 ,0.018027 ,0.004740 ,0.001067 ,European
92,0.039590 ,0.019589 ,0.031660 ,0.028069 ,0.010863 ,0.029533 ,0.024969 ,0.030001 ,0.004367 ,0.002029 ,European
92,0.036466 ,0.018562 ,0.030090 ,0.024204 ,0.010591 ,0.027207 ,0.026576 ,0.032093 ,0.003977 ,0.002398 ,European
68,0.030149 ,0.013072 ,0.024252 ,0.024387 ,0.009624 ,0.022835 ,0.021718 ,0.024563 ,0.005109 ,0.001853 ,European
68,0.037486 ,0.013429 ,0.032448 ,0.025508 ,0.009902 ,0.020974 ,0.024491 ,0.029196 ,0.004215 ,0.001803 ,European
56,0.038559 ,0.014196 ,0.025361 ,0.022263 ,0.008319 ,0.021578 ,0.019613 ,0.020789 ,0.004889 ,0.001494 ,European
72,0.042239 ,0.016337 ,0.025756 ,0.023341 ,0.009277 ,0.021936 ,0.022636 ,0.026293 ,0.003870 ,0.001659 ,European
83,0.041731 ,0.012889 ,0.033963 ,0.024116 ,0.009219 ,0.028149 ,0.023334 ,0.027508 ,0.004161 ,0.001948 ,European
83,0.036758 ,0.014461 ,0.027432 ,0.019244 ,0.010461 ,0.021290 ,0.026271 ,0.031625 ,0.004429 ,0.001916 ,European
62,0.032327 ,0.014598 ,0.032501 ,0.023668 ,0.011909 ,0.021743 ,0.022829 ,0.026902 ,0.004986 ,0.001509 ,European
62,0.028984 ,0.013875 ,0.030355 ,0.022555 ,0.009511 ,0.020255 ,0.021158 ,0.023211 ,0.004673 ,0.001754 ,European
88,0.038320 ,0.015936 ,0.032036 ,0.027316 ,0.010695 ,0.023875 ,0.021926 ,0.025440 ,0.003892 ,0.002079 ,European
88,0.035383 ,0.012708 ,0.024388 ,0.027291 ,0.010592 ,0.023050 ,0.021865 ,0.025154 ,0.004074 ,0.001882 ,European
80,0.042604 ,0.014619 ,0.030064 ,0.023662 ,0.011563 ,0.025919 ,0.024362 ,0.029040 ,0.004371 ,0.001942 ,European
80,0.040200 ,0.014213 ,0.035919 ,0.024588 ,0.010393 ,0.025941 ,0.024839 ,0.029670 ,0.004339 ,0.002098 ,European
47,0.032728 ,0.011667 ,0.023713 ,0.016951 ,0.007141 ,0.018375 ,0.017486 ,0.017052 ,0.005412 ,0.001373 ,European
47,0.029514 ,0.012245 ,0.022818 ,0.016292 ,0.007314 ,0.018445 ,0.017941 ,0.017282 ,0.005014 ,0.001383 ,European
70,0.033232 ,0.013388 ,0.027768 ,0.029812 ,0.008826 ,0.023176 ,0.020267 ,0.021929 ,0.004662 ,0.001657 ,European
70,0.033232 ,0.013388 ,0.027768 ,0.020723 ,0.008826 ,0.021759 ,0.020267 ,0.021924 ,0.004662 ,0.001657 ,European
67,0.040474 ,0.015002 ,0.029833 ,0.025036 ,0.009669 ,0.025256 ,0.024327 ,0.028986 ,0.004601 ,0.002032 ,European
67,0.024307 ,0.013668 ,0.028660 ,0.025423 ,0.012965 ,0.019553 ,0.022544 ,0.026163 ,0.004089 ,0.001907 ,European
72,0.040142 ,0.014520 ,0.027970 ,0.021908 ,0.009362 ,0.016949 ,0.020551 ,0.022481 ,0.004366 ,0.001735 ,European
72,0.039972 ,0.014744 ,0.034046 ,0.021292 ,0.011080 ,0.024556 ,0.019704 ,0.021069 ,0.004569 ,0.001807 ,European
60,0.032429 ,0.013573 ,0.031323 ,0.021429 ,0.008342 ,0.021471 ,0.023510 ,0.027641 ,0.004893 ,0.001344 ,European
60,0.036632 ,0.011103 ,0.027587 ,0.018933 ,0.007995 ,0.021655 ,0.020443 ,0.022232 ,0.004883 ,0.001598 ,European
83,0.041176 ,0.012159 ,0.028953 ,0.045908 ,0.013134 ,0.039027 ,0.030251 ,0.039424 ,0.003074 ,0.004632 ,European
83,0.045751 ,0.017742 ,0.037570 ,0.028926 ,0.009856 ,0.025052 ,0.025179 ,0.030360 ,0.003862 ,0.001928 ,European
60,0.036962 ,0.010535 ,0.022038 ,0.020832 ,0.011913 ,0.021674 ,0.020886 ,0.023078 ,0.004750 ,0.001527 ,European
79,0.039036 ,0.014094 ,0.035331 ,0.029362 ,0.011167 ,0.024073 ,0.023890 ,0.028164 ,0.004283 ,0.002316 ,European
79,0.043504 ,0.016424 ,0.028839 ,0.029817 ,0.010083 ,0.022774 ,0.023946 ,0.028225 ,0.004465 ,0.001827 ,European
69,0.036411 ,0.012506 ,0.029654 ,0.027684 ,0.009520 ,0.020999 ,0.022758 ,0.026695 ,0.004896 ,0.001624 ,European
69,0.036402 ,0.013847 ,0.030590 ,0.026930 ,0.009689 ,0.023660 ,0.021841 ,0.025099 ,0.004688 ,0.001717 ,European
85,0.039362 ,0.014308 ,0.028940 ,0.029119 ,0.011355 ,0.023837 ,0.021642 ,0.024239 ,0.003790 ,0.002351 ,European
85,0.045061 ,0.015916 ,0.034790 ,0.029091 ,0.010148 ,0.023368 ,0.020579 ,0.022533 ,0.004044 ,0.002092 ,European
60,0.028503 ,0.012641 ,0.025990 ,0.025309 ,0.009644 ,0.021477 ,0.020835 ,0.023078 ,0.005548 ,0.001208 ,European
60,0.036899 ,0.012017 ,0.023331 ,0.020439 ,0.009589 ,0.016223 ,0.021648 ,0.024282 ,0.004986 ,0.001586 ,European
78,0.039563 ,0.016078 ,0.027516 ,0.026490 ,0.008964 ,0.027530 ,0.023763 ,0.028045 ,0.005718 ,0.001223 ,European
51,0.037186 ,0.012606 ,0.020899 ,0.026037 ,0.008518 ,0.021370 ,0.020171 ,0.021761 ,0.004259 ,0.001830 ,European
51,0.026881 ,0.011607 ,0.023108 ,0.025761 ,0.008252 ,0.018996 ,0.022589 ,0.026220 ,0.004933 ,0.001354 ,European
63,0.038035 ,0.013433 ,0.025659 ,0.023924 ,0.009121 ,0.021648 ,0.021351 ,0.023432 ,0.004916 ,0.001538 ,European
82,0.036783 ,0.015322 ,0.036724 ,0.023937 ,0.010697 ,0.023280 ,0.023739 ,0.027967 ,0.003939 ,0.002223 ,European
82,0.047025 ,0.016187 ,0.036294 ,0.029849 ,0.011901 ,0.026131 ,0.023269 ,0.027467 ,0.003609 ,0.001942 ,European
81,0.044721 ,0.014219 ,0.037820 ,0.027550 ,0.010903 ,0.029709 ,0.023436 ,0.027546 ,0.004182 ,0.001952 ,European
81,0.041588 ,0.014506 ,0.032512 ,0.041029 ,0.011125 ,0.022349 ,0.027416 ,0.033426 ,0.003885 ,0.001281 ,European
67,0.042449 ,0.013802 ,0.026893 ,0.021601 ,0.008532 ,0.020069 ,0.019346 ,0.020351 ,0.004581 ,0.001635 ,European
67,0.035886 ,0.012310 ,0.030773 ,0.025378 ,0.010222 ,0.022677 ,0.022220 ,0.025837 ,0.004654 ,0.001628 ,European
85,0.035170 ,0.015883 ,0.029571 ,0.031941 ,0.010369 ,0.026302 ,0.021753 ,0.024756 ,0.004192 ,0.002301 ,European
39,0.029630 ,0.010570 ,0.022741 ,0.015138 ,0.007104 ,0.016952 ,0.019233 ,0.019967 ,0.005040 ,0.001074 ,European
39,0.033147 ,0.010795 ,0.021162 ,0.022247 ,0.006571 ,0.018624 ,0.017149 ,0.015782 ,0.005039 ,0.001052 ,European
80,0.046140 ,0.012338 ,0.030818 ,0.021379 ,0.010019 ,0.023887 ,0.024532 ,0.029326 ,0.004058 ,0.001964 ,European
80,0.036742 ,0.008140 ,0.032645 ,0.023502 ,0.010297 ,0.025055 ,0.024388 ,0.029111 ,0.003973 ,0.002100 ,European
55,0.032180 ,0.013046 ,0.030949 ,0.024656 ,0.007553 ,0.021330 ,0.020975 ,0.023136 ,0.005164 ,0.001413 ,European
55,0.030701 ,0.010641 ,0.026654 ,0.022624 ,0.009338 ,0.020783 ,0.020545 ,0.022456 ,0.004933 ,0.001201 ,European
66,0.030504 ,0.011490 ,0.024856 ,0.024786 ,0.007653 ,0.021652 ,0.023380 ,0.027528 ,0.004927 ,0.001652 ,European
66,0.036479 ,0.013923 ,0.027738 ,0.018023 ,0.009187 ,0.016174 ,0.021542 ,0.023799 ,0.004550 ,0.001497 ,European
96,0.040876 ,0.018748 ,0.033360 ,0.032194 ,0.011432 ,0.028873 ,0.024897 ,0.029787 ,0.002033 ,0.002082 ,European
96,0.043761 ,0.016208 ,0.034043 ,0.032689 ,0.011615 ,0.025935 ,0.025089 ,0.030275 ,0.004167 ,0.002498 ,European
61,0.034099 ,0.011092 ,0.029237 ,0.026534 ,0.009054 ,0.021026 ,0.024124 ,0.028628 ,0.004722 ,0.001310 ,European
61,0.036033 ,0.012001 ,0.030876 ,0.023088 ,0.009610 ,0.022039 ,0.021698 ,0.024468 ,0.004625 ,0.001779 ,European
85,0.049909 ,0.020503 ,0.038088 ,0.025889 ,0.009584 ,0.026620 ,0.023040 ,0.027300 ,0.003957 ,0.001708 ,European
85,0.039543 ,0.015777 ,0.036105 ,0.032933 ,0.009288 ,0.026113 ,0.024389 ,0.029138 ,0.004378 ,0.001757 ,European
50,0.033656 ,0.009446 ,0.020903 ,0.027966 ,0.008424 ,0.017240 ,0.017625 ,0.017166 ,0.005895 ,0.001364 ,European
50,0.029978 ,0.011636 ,0.024707 ,0.025203 ,0.007595 ,0.019348 ,0.019092 ,0.019804 ,0.005618 ,0.001557 ,European
86,0.046958 ,0.013928 ,0.031354 ,0.029653 ,0.011251 ,0.024892 ,0.021023 ,0.023156 ,0.003822 ,0.002037 ,European
86,0.037114 ,0.014979 ,0.032948 ,0.023095 ,0.010091 ,0.024266 ,0.023836 ,0.028071 ,0.003395 ,0.002051 ,European
48,0.034437 ,0.010830 ,0.029268 ,0.026138 ,0.007444 ,0.018297 ,0.021621 ,0.024173 ,0.005171 ,0.001336 ,European
48,0.035203 ,0.009992 ,0.021784 ,0.025025 ,0.008453 ,0.020063 ,0.024186 ,0.028660 ,0.005132 ,0.001271 ,European
61,0.037771 ,0.011278 ,0.023505 ,0.025788 ,0.009169 ,0.021746 ,0.017120 ,0.015695 ,0.004130 ,0.001722 ,European
61,0.032967 ,0.013135 ,0.027884 ,0.020127 ,0.010199 ,0.023324 ,0.022697 ,0.026506 ,0.004366 ,0.001779 ,European
85,0.046398 ,0.015247 ,0.034949 ,0.029206 ,0.010784 ,0.025675 ,0.020813 ,0.023020 ,0.004484 ,0.001872 ,European
85,0.057150 ,0.015148 ,0.027574 ,0.029831 ,0.007219 ,0.022440 ,0.021962 ,0.025472 ,0.004222 ,0.002041 ,European
85,0.043858 ,0.017410 ,0.036595 ,0.038394 ,0.016595 ,0.042830 ,0.031884 ,0.043528 ,0.003124 ,0.003700 ,European
61,0.038295 ,0.014579 ,0.024410 ,0.021209 ,0.008524 ,0.016663 ,0.022101 ,0.025600 ,0.005524 ,0.001763 ,European
74,0.038590 ,0.014935 ,0.032515 ,0.029415 ,0.009447 ,0.026884 ,0.020927 ,0.023126 ,0.004827 ,0.001451 ,European
71,0.038108 ,0.012944 ,0.029172 ,0.027958 ,0.009704 ,0.024022 ,0.019615 ,0.020792 ,0.004793 ,0.001639 ,European
71,0.040880 ,0.015481 ,0.035383 ,0.023179 ,0.010269 ,0.023682 ,0.020833 ,0.023066 ,0.004691 ,0.001742 ,European
88,0.046040 ,0.014108 ,0.029637 ,0.032742 ,0.009777 ,0.029912 ,0.024291 ,0.028817 ,0.002739 ,0.002310 ,European
88,0.040901 ,0.020803 ,0.034275 ,0.027737 ,0.010744 ,0.027453 ,0.027211 ,0.032796 ,0.004579 ,0.002192 ,European
75,0.035161 ,0.014102 ,0.032462 ,0.029507 ,0.008748 ,0.025043 ,0.021840 ,0.025055 ,0.004399 ,0.001690 ,European
75,0.037959 ,0.012033 ,0.025515 ,0.027461 ,0.008839 ,0.025543 ,0.019685 ,0.021059 ,0.004636 ,0.001939 ,European
76,0.035913 ,0.015564 ,0.036010 ,0.022964 ,0.009450 ,0.027556 ,0.022916 ,0.027107 ,0.005497 ,0.002099 ,European
76,0.038105 ,0.015970 ,0.034980 ,0.022364 ,0.010252 ,0.024008 ,0.025067 ,0.030243 ,0.004131 ,0.001911 ,European
82,0.041409 ,0.014381 ,0.032820 ,0.027413 ,0.010750 ,0.026115 ,0.022005 ,0.025524 ,0.004336 ,0.002090 ,European
82,0.036657 ,0.018511 ,0.027980 ,0.029516 ,0.010593 ,0.022314 ,0.021808 ,0.024915 ,0.004640 ,0.001681 ,European
66,0.032937 ,0.013624 ,0.029126 ,0.020904 ,0.009559 ,0.020865 ,0.025086 ,0.030251 ,0.005023 ,0.001531 ,European
66,0.030316 ,0.013771 ,0.027426 ,0.023654 ,0.009415 ,0.018557 ,0.022078 ,0.025580 ,0.004984 ,0.001624 ,European
70,0.038355 ,0.013879 ,0.029955 ,0.027863 ,0.008757 ,0.025540 ,0.019427 ,0.020497 ,0.004823 ,0.001647 ,European
68,0.042849 ,0.013643 ,0.029969 ,0.028931 ,0.009394 ,0.019516 ,0.023930 ,0.028196 ,0.004514 ,0.001414 ,European
68,0.037736 ,0.013445 ,0.028243 ,0.025156 ,0.009672 ,0.024038 ,0.019242 ,0.019977 ,0.004893 ,0.001946 ,European
68,0.041173 ,0.015953 ,0.033214 ,0.024172 ,0.009551 ,0.019442 ,0.023977 ,0.028361 ,0.004355 ,0.001436 ,European
88,0.043943 ,0.013832 ,0.035328 ,0.029245 ,0.010734 ,0.025896 ,0.022265 ,0.025904 ,0.004565 ,0.002011 ,European
88,0.039686 ,0.012635 ,0.032427 ,0.033017 ,0.007590 ,0.016317 ,0.024020 ,0.028386 ,0.004574 ,0.001734 ,European
88,0.043082 ,0.016632 ,0.039703 ,0.031592 ,0.016434 ,0.033855 ,0.029323 ,0.036228 ,0.003571 ,0.003441 ,European
44,0.036509 ,0.009408 ,0.026413 ,0.015848 ,0.007263 ,0.017350 ,0.019370 ,0.020490 ,0.006085 ,0.001157 ,European
44,0.027285 ,0.009813 ,0.017845 ,0.015935 ,0.008584 ,0.016224 ,0.019229 ,0.019967 ,0.005476 ,0.001144 ,European
79,0.049667 ,0.015712 ,0.042601 ,0.033256 ,0.016154 ,0.040627 ,0.027291 ,0.033052 ,0.003259 ,0.003896 ,European
58,0.031973 ,0.010521 ,0.022564 ,0.032053 ,0.007600 ,0.016089 ,0.021783 ,0.024839 ,0.004660 ,0.001485 ,European
58,0.029564 ,0.010920 ,0.024589 ,0.019413 ,0.008269 ,0.020148 ,0.019933 ,0.021383 ,0.005418 ,0.001646 ,European
93,0.036164 ,0.016248 ,0.030207 ,0.025473 ,0.010866 ,0.018438 ,0.023686 ,0.027874 ,0.004040 ,0.002501 ,European
93,0.034887 ,0.016118 ,0.026974 ,0.032537 ,0.010359 ,0.037184 ,0.026263 ,0.031521 ,0.003647 ,0.002338 ,European
87,0.041793 ,0.015908 ,0.036711 ,0.032869 ,0.010830 ,0.027058 ,0.026577 ,0.032250 ,0.004214 ,0.002016 ,European
87,0.045553 ,0.017840 ,0.031446 ,0.028766 ,0.011471 ,0.022109 ,0.024117 ,0.028566 ,0.004416 ,0.002164 ,European
65,0.034287 ,0.015385 ,0.024430 ,0.023353 ,0.008852 ,0.019059 ,0.024297 ,0.028829 ,0.004677 ,0.001626 ,European
65,0.036300 ,0.013292 ,0.028675 ,0.025937 ,0.008903 ,0.022052 ,0.021065 ,0.023194 ,0.004731 ,0.001656 ,European
49,0.035316 ,0.010518 ,0.022380 ,0.023810 ,0.008502 ,0.020194 ,0.021515 ,0.023752 ,0.005274 ,0.001073 ,European
49,0.032289 ,0.011696 ,0.026206 ,0.022206 ,0.007669 ,0.018217 ,0.021537 ,0.023773 ,0.004915 ,0.001236 ,European
76,0.041051 ,0.016458 ,0.029474 ,0.028906 ,0.010688 ,0.024746 ,0.020709 ,0.022787 ,0.004622 ,0.002105 ,European
76,0.037271 ,0.013839 ,0.031627 ,0.028988 ,0.010676 ,0.024292 ,0.020237 ,0.021848 ,0.004651 ,0.001630 ,European
55,0.029496 ,0.012544 ,0.025258 ,0.021627 ,0.009432 ,0.019413 ,0.023681 ,0.027843 ,0.004618 ,0.001665 ,European
55,0.034228 ,0.012929 ,0.029811 ,0.021648 ,0.009658 ,0.018667 ,0.021855 ,0.025125 ,0.004970 ,0.001299 ,European
55,0.030283 ,0.013625 ,0.024534 ,0.022410 ,0.006388 ,0.017106 ,0.018345 ,0.018328 ,0.004926 ,0.001428 ,European
55,0.031607 ,0.013011 ,0.024230 ,0.023049 ,0.009636 ,0.018348 ,0.020365 ,0.022079 ,0.004964 ,0.001387 ,European
83,0.038832 ,0.018655 ,0.031803 ,0.027641 ,0.010806 ,0.021931 ,0.024964 ,0.029982 ,0.004591 ,0.001926 ,European
83,0.035317 ,0.015283 ,0.030903 ,0.024609 ,0.010039 ,0.025079 ,0.023758 ,0.028021 ,0.004188 ,0.002303 ,European
28,0.019749 ,0.004763 ,0.013023 ,0.005891 ,0.002410 ,0.007612 ,0.012092 ,0.009558 ,0.007312 ,0.000496 ,Southeast Asian
39,0.021767 ,0.010490 ,0.017200 ,0.025525 ,0.010605 ,0.011255 ,0.012435 ,0.014469 ,0.007071 ,0.000415 ,Southeast Asian
36,0.022953 ,0.010221 ,0.018973 ,0.003856 ,0.005562 ,0.010722 ,0.013563 ,0.014750 ,0.006987 ,0.001618 ,Southeast Asian
35,0.023995 ,0.005629 ,0.015607 ,0.016405 ,0.005214 ,0.010905 ,0.015016 ,0.018855 ,0.007644 ,0.000483 ,Southeast Asian
36,0.023516 ,0.006268 ,0.017922 ,0.020706 ,0.008057 ,0.007608 ,0.017385 ,0.013588 ,0.005771 ,0.000451 ,Southeast Asian
22,0.033347 ,0.006146 ,0.019181 ,0.006252 ,0.004163 ,0.011803 ,0.015930 ,0.015024 ,0.007134 ,0.000742 ,Southeast Asian
55,0.045844 ,0.013647 ,0.032133 ,0.020704 ,0.008655 ,0.025366 ,0.016442 ,0.016665 ,0.003998 ,0.000706 ,Southeast Asian
22,0.024343 ,0.008214 ,0.022124 ,0.013529 ,0.005258 ,0.007140 ,0.013660 ,0.010862 ,0.008959 ,0.000247 ,Southeast Asian
39,0.034890 ,0.012682 ,0.022901 ,0.005404 ,0.007757 ,0.012150 ,0.015278 ,0.018665 ,0.007063 ,0.000489 ,Southeast Asian
22,0.015239 ,0.002086 ,0.011582 ,0.007100 ,0.010567 ,0.005213 ,0.012868 ,0.009581 ,0.009721 ,0.001009 ,Southeast Asian
74,0.036567 ,0.014487 ,0.035078 ,0.042845 ,0.012293 ,0.017966 ,0.019775 ,0.029816 ,0.004059 ,0.002175 ,Southeast Asian
37,0.023417 ,0.006369 ,0.014579 ,0.006327 ,0.007573 ,0.016163 ,0.021591 ,0.017894 ,0.009776 ,0.000532 ,Southeast Asian
28,0.023334 ,0.005390 ,0.015076 ,0.008151 ,0.004286 ,0.009494 ,0.014622 ,0.010692 ,0.006349 ,0.000689 ,Southeast Asian
59,0.018494 ,0.019736 ,0.016932 ,0.023392 ,0.005199 ,0.025767 ,0.017281 ,0.020220 ,0.004192 ,0.002024 ,Southeast Asian
33,0.026939 ,0.004055 ,0.014859 ,0.011259 ,0.006434 ,0.008710 ,0.017436 ,0.012492 ,0.009156 ,0.000378 ,Southeast Asian
49,0.028056 ,0.015704 ,0.020099 ,0.021069 ,0.008982 ,0.013404 ,0.016929 ,0.016392 ,0.006472 ,0.001245 ,Southeast Asian
45,0.031663 ,0.015571 ,0.025293 ,0.021808 ,0.006492 ,0.006609 ,0.015612 ,0.018468 ,0.005414 ,0.001495 ,Southeast Asian
35,0.027673 ,0.004549 ,0.018136 ,0.020723 ,0.006629 ,0.020344 ,0.017207 ,0.010812 ,0.007642 ,0.000927 ,Southeast Asian
36,0.034076 ,0.004017 ,0.017261 ,0.016674 ,0.007465 ,0.018616 ,0.016316 ,0.013160 ,0.006306 ,0.000907 ,Southeast Asian
39,0.025793 ,0.010822 ,0.019877 ,0.021462 ,0.002708 ,0.004870 ,0.017712 ,0.011033 ,0.007226 ,0.000729 ,Southeast Asian
36,0.029901 ,0.009305 ,0.017067 ,0.016231 ,0.009039 ,0.015172 ,0.020316 ,0.015437 ,0.007878 ,0.000727 ,Southeast Asian
23,0.013509 ,0.004026 ,0.009539 ,0.012751 ,0.007416 ,0.013200 ,0.010956 ,0.010883 ,0.009168 ,0.000157 ,Southeast Asian
52,0.022226 ,0.014556 ,0.020643 ,0.019048 ,0.004930 ,0.018097 ,0.021369 ,0.015469 ,0.004605 ,0.000464 ,Southeast Asian
76,0.040856 ,0.017982 ,0.034101 ,0.040965 ,0.012346 ,0.028706 ,0.020448 ,0.031396 ,0.002937 ,0.001608 ,Southeast Asian
55,0.023107 ,0.010292 ,0.030798 ,0.017746 ,0.011892 ,0.021749 ,0.020709 ,0.030798 ,0.003769 ,0.001773 ,Southeast Asian
39,0.023071 ,0.009070 ,0.015649 ,0.013443 ,0.002682 ,0.005913 ,0.012471 ,0.014084 ,0.009073 ,0.001033 ,Southeast Asian
39,0.030950 ,0.007396 ,0.016220 ,0.024452 ,0.005922 ,0.006920 ,0.016337 ,0.014466 ,0.008455 ,0.000925 ,Southeast Asian
61,0.050920 ,0.015398 ,0.042665 ,0.035175 ,0.009133 ,0.029267 ,0.021426 ,0.029079 ,0.005333 ,0.001009 ,Southeast Asian
90,0.047679 ,0.019931 ,0.041014 ,0.044190 ,0.013460 ,0.032442 ,0.027668 ,0.031712 ,0.003758 ,0.002045 ,Southeast Asian
35,0.018172 ,0.006622 ,0.016180 ,0.006449 ,0.004344 ,0.015626 ,0.020653 ,0.013901 ,0.008038 ,0.001028 ,Southeast Asian
44,0.024185 ,0.008618 ,0.020160 ,0.018316 ,0.009408 ,0.015042 ,0.018398 ,0.030405 ,0.005013 ,0.001621 ,Southeast Asian
61,0.048011 ,0.016654 ,0.041422 ,0.027194 ,0.009333 ,0.014327 ,0.021439 ,0.030863 ,0.004357 ,0.001221 ,Southeast Asian
53,0.042028 ,0.018103 ,0.026337 ,0.020630 ,0.006851 ,0.017963 ,0.014956 ,0.016253 ,0.003502 ,0.001717 ,Southeast Asian
75,0.048182 ,0.008437 ,0.024942 ,0.015006 ,0.008078 ,0.029219 ,0.021565 ,0.031680 ,0.002720 ,0.001515 ,Southeast Asian
64,0.052017 ,0.014952 ,0.028654 ,0.025703 ,0.009905 ,0.027180 ,0.020157 ,0.019141 ,0.004155 ,0.001743 ,Southeast Asian
70,0.023334 ,0.007244 ,0.027679 ,0.026731 ,0.004602 ,0.024298 ,0.021517 ,0.032122 ,0.003910 ,0.001979 ,Southeast Asian
38,0.017038 ,0.005892 ,0.016265 ,0.016517 ,0.005390 ,0.009053 ,0.018101 ,0.018356 ,0.005000 ,0.000759 ,Southeast Asian
